Product,UN Region,Country,Organisation,Metric Tons,Price
PP1013H1,South Asia,Pakistan,Advanced Industries,668.25,1077.9
PP7032E2,South Asia,India,United Resins,915.75,1170.58
PP1013H1,South Asia,Pakistan,Omni Industries,569.25,1077.91
LL0825,South Asia,Bangladesh,Dynamic Materials,297.0,1165.05
LD01820,South Asia,Pakistan,Prime Polymers,396.0,1163.73
PP7032E2,South Asia,India,Prime Chemicals,816.75,1050.47
PP9054,South Asia,Bangladesh,Global Polymers,866.25,1166.16
PP1013H1,South Asia,Pakistan,United Solutions,965.25,1094.97
LD01820,South Asia,Pakistan,Summit Chemicals,891.0,1163.22
PP9054,South Asia,Bangladesh,Prime Resins,24.75,1103.09
PP9054,South Asia,India,United Chemicals,247.5,1145.61
LL0825,South Asia,India,Global Resins,99.0,1155.01
PP7032E2,South Asia,India,Vertex Resins,470.25,1152.42
PP1013H1,South Asia,Bangladesh,Prime Polymers,148.5,1171.54
LD01820,South Asia,India,Dynamic Resins,445.5,1041.61
LD01820,South Asia,Pakistan,Advanced Industries,841.5,1009.92
LD01820,South Asia,India,Prime Solutions,99.0,1179.1
LD01820,South Asia,Bangladesh,Omni Polymers,990.0,1171.27
HD5001,South Asia,India,Advanced Industries,569.25,1132.01
LL0825,South Asia,India,Omni Resins,693.0,1035.33
LL0825,South Asia,Pakistan,Global Polymers,519.75,1165.94
LL0825,South Asia,Sri Lanka,Summit Chemicals,767.25,1012.64
PP9054,South Asia,India,Dynamic Materials,569.25,1157.79
PP7032E2,South Asia,Sri Lanka,Omni Polymers,272.25,1198.23
PP1013H1,South Asia,Bangladesh,United Resins,668.25,1003.57
PP9054,South Asia,Bangladesh,Prime Polymers,123.75,1059.46
PP1013H1,South Asia,India,Vertex Resins,965.25,1130.14
PP7032E2,South Asia,Bangladesh,Vertex Chemicals,693.0,1124.03
LL0825,South Asia,Bangladesh,Omni Materials,371.25,1026.8
HD5001,South Asia,Sri Lanka,Dynamic Solutions,940.5,1040.27
PP7032E2,South Asia,India,Vertex Chemicals,618.75,1024.93
PP1013H1,South Asia,Pakistan,Dynamic Materials,742.5,1129.24
HD5001,South Asia,Bangladesh,Vertex Materials,470.25,1132.28
HD5001,South Asia,Sri Lanka,Summit Industries,321.75,1038.9
LD01820,South Asia,Bangladesh,Dynamic Materials,891.0,1061.55
HD5001,South Asia,Pakistan,Prime Chemicals,470.25,1009.74
PP7032E2,South Asia,India,Prime Resins,643.5,1147.87
PP7032E2,South Asia,Bangladesh,Vertex Industries,792.0,1163.45
PP7032E2,South Asia,Bangladesh,Global Industries,940.5,1008.03
PP7032E2,South Asia,Pakistan,Omni Industries,173.25,1054.52
LD01820,South Asia,Bangladesh,Summit Industries,49.5,1172.49
PP1013H1,South Asia,India,United Solutions,693.0,1055.26
PP9054,South Asia,Sri Lanka,Omni Materials,742.5,1071.53
LD01820,South Asia,Bangladesh,Vertex Polymers,198.0,1149.87
LL0825,South Asia,Sri Lanka,Omni Materials,841.5,1041.43
PP7032E2,South Asia,India,Global Chemicals,396.0,1097.87
PP9054,South Asia,Pakistan,United Solutions,965.25,1088.26
LD01820,South Asia,Bangladesh,United Resins,569.25,1130.62
HD5001,South Asia,Bangladesh,Omni Industries,272.25,1054.73
PP9054,South Asia,Pakistan,Advanced Polymers,618.75,1138.74
PP1013H1,South Asia,India,Global Chemicals,569.25,1105.18
LD01820,South Asia,Sri Lanka,Global Polymers,668.25,1053.71
LL0825,South Asia,Pakistan,Vertex Polymers,173.25,1059.11
PP1013H1,South Asia,Sri Lanka,United Resins,49.5,1193.04
PP1013H1,South Asia,Bangladesh,Vertex Chemicals,519.75,1128.52
HD5001,South Asia,Bangladesh,Dynamic Resins,445.5,1108.45
HD5001,South Asia,Pakistan,United Solutions,618.75,1006.66
PP7032E2,South Asia,Pakistan,Prime Polymers,618.75,1034.19
LL0825,South Asia,Bangladesh,Summit Polymers,965.25,1125.12
PP9054,South Asia,Sri Lanka,Global Industries,544.5,1018.85
HD5001,South Asia,Bangladesh,Prime Resins,470.25,1036.9
LD01820,South Asia,Pakistan,Omni Chemicals,816.75,1039.86
LL0825,South Asia,Pakistan,United Chemicals,767.25,1141.6
HD5001,South Asia,Bangladesh,Advanced Materials,495.0,1172.59
PP9054,South Asia,India,Omni Materials,816.75,1036.09
PP1013H1,South Asia,Bangladesh,United Chemicals,668.25,1004.17
PP7032E2,South Asia,India,Summit Resins,668.25,1186.52
HD5001,South Asia,Bangladesh,Dynamic Resins,643.5,1161.6
PP9054,South Asia,India,Omni Solutions,247.5,1010.35
LD01820,South Asia,India,Dynamic Resins,816.75,1055.8
PP9054,South Asia,India,Prime Resins,990.0,1004.64
PP7032E2,South Asia,India,Summit Materials,99.0,1074.24
PP9054,South Asia,Pakistan,United Polymers,222.75,1055.07
PP1013H1,South Asia,India,Global Materials,445.5,1103.1
PP9054,South Asia,Sri Lanka,Dynamic Chemicals,866.25,1150.68
HD5001,South Asia,Bangladesh,Prime Chemicals,866.25,1147.07
LD01820,South Asia,India,Omni Polymers,915.75,1071.92
LL0825,South Asia,India,Summit Resins,24.75,1199.06
LL0825,South Asia,Bangladesh,Summit Resins,519.75,1154.65
LD01820,South Asia,Bangladesh,United Resins,990.0,1022.98
PP9054,South Asia,Pakistan,Summit Polymers,420.75,1095.42
PP7032E2,South Asia,Sri Lanka,United Solutions,618.75,1075.63
PP7032E2,South Asia,India,Advanced Materials,396.0,1096.83
PP1013H1,South Asia,India,Omni Industries,198.0,1047.91
LL0825,South Asia,Bangladesh,Prime Solutions,346.5,1033.68
LL0825,South Asia,Bangladesh,Omni Chemicals,420.75,1096.11
LD01820,South Asia,Sri Lanka,Advanced Polymers,24.75,1055.44
LL0825,South Asia,India,Dynamic Industries,569.25,1071.86
PP9054,South Asia,India,Prime Solutions,891.0,1066.2
HD5001,South Asia,India,Vertex Polymers,594.0,1002.66
PP1013H1,South Asia,Bangladesh,Omni Materials,965.25,1185.75
LD01820,South Asia,India,Global Industries,346.5,1028.51
HD5001,South Asia,India,Prime Chemicals,940.5,1163.7
LD01820,South Asia,Bangladesh,Vertex Materials,717.75,1156.08
HD5001,South Asia,Pakistan,United Resins,940.5,1126.76
LL0825,South Asia,Bangladesh,Global Industries,247.5,1088.33
PP7032E2,South Asia,India,Advanced Resins,544.5,1143.79
PP9054,South Asia,Sri Lanka,Global Industries,272.25,1040.83
LD01820,South Asia,Bangladesh,Global Polymers,544.5,1009.02
PP1013H1,South Asia,Sri Lanka,United Industries,99.0,1034.63
LL0825,South Asia,Sri Lanka,Vertex Materials,544.5,1020.5
LL0825,South Asia,India,Vertex Resins,767.25,1092.59
PP1013H1,South Asia,Sri Lanka,Omni Industries,668.25,1023.65
PP7032E2,South Asia,Pakistan,Omni Materials,866.25,1070.79
PP7032E2,South Asia,Bangladesh,Dynamic Polymers,990.0,1111.98
LD01820,South Asia,India,Dynamic Industries,594.0,1141.52
PP9054,South Asia,India,Omni Solutions,247.5,1002.83
PP7032E2,South Asia,India,Dynamic Resins,990.0,1175.5
HD5001,South Asia,Bangladesh,Vertex Materials,940.5,1050.87
PP1013H1,South Asia,Bangladesh,Global Resins,173.25,1091.67
PP9054,South Asia,Pakistan,Prime Resins,321.75,1115.4
LD01820,South Asia,Pakistan,Dynamic Polymers,618.75,1009.51
HD5001,South Asia,Sri Lanka,Summit Chemicals,841.5,1165.29
LD01820,South Asia,Bangladesh,United Polymers,643.5,1078.82
PP9054,South Asia,India,Advanced Solutions,594.0,1147.3
HD5001,South Asia,Sri Lanka,Omni Solutions,965.25,1123.37
LL0825,South Asia,India,United Chemicals,420.75,1089.73
PP9054,South Asia,Sri Lanka,United Resins,569.25,1084.24
PP9054,South Asia,India,Vertex Chemicals,965.25,1040.57
PP9054,South Asia,India,Dynamic Industries,767.25,1072.13
PP9054,South Asia,Pakistan,Dynamic Materials,841.5,1007.57
PP9054,South Asia,Sri Lanka,Omni Resins,49.5,1100.85
LD01820,South Asia,Sri Lanka,Dynamic Industries,49.5,1063.82
PP1013H1,South Asia,Bangladesh,Advanced Resins,841.5,1087.57
LL0825,South Asia,India,Global Materials,321.75,1126.96
HD5001,South Asia,India,Advanced Solutions,519.75,1116.87
PP7032E2,South Asia,India,Advanced Industries,470.25,1083.35
LD01820,South Asia,Sri Lanka,Vertex Polymers,866.25,1108.92
LL0825,South Asia,Bangladesh,United Chemicals,173.25,1141.88
LD01820,South Asia,Pakistan,Dynamic Polymers,891.0,1154.22
LD01820,South Asia,Sri Lanka,Prime Resins,148.5,1149.0
PP7032E2,South Asia,Sri Lanka,Prime Chemicals,618.75,1071.66
PP7032E2,South Asia,Pakistan,Advanced Industries,49.5,1185.14
PP9054,South Asia,Sri Lanka,Global Polymers,74.25,1117.97
PP9054,South Asia,Sri Lanka,Dynamic Solutions,123.75,1038.22
PP1013H1,South Asia,Bangladesh,Global Chemicals,198.0,1129.94
LL0825,South Asia,Sri Lanka,Omni Industries,767.25,1045.96
HD5001,South Asia,Sri Lanka,United Industries,24.75,1018.19
LD01820,South Asia,Pakistan,Summit Chemicals,544.5,1057.37
LL0825,South Asia,India,Advanced Solutions,420.75,1148.63
PP7032E2,South Asia,Sri Lanka,Omni Polymers,792.0,1187.39
PP1013H1,South Asia,Sri Lanka,Summit Chemicals,965.25,1018.61
LL0825,South Asia,India,Dynamic Chemicals,544.5,1158.55
HD5001,South Asia,Sri Lanka,Advanced Chemicals,371.25,1028.24
PP1013H1,South Asia,Bangladesh,Advanced Polymers,148.5,1050.81
PP7032E2,South Asia,India,Prime Chemicals,346.5,1028.13
LL0825,South Asia,Bangladesh,Global Chemicals,173.25,1193.05
HD5001,South Asia,Bangladesh,Advanced Materials,24.75,1019.0
LD01820,South Asia,Pakistan,Advanced Resins,272.25,1041.89
PP7032E2,South Asia,Pakistan,Dynamic Solutions,297.0,1164.29
LL0825,South Asia,Pakistan,Prime Solutions,173.25,1061.23
HD5001,South Asia,Bangladesh,Global Chemicals,49.5,1002.91
PP1013H1,South Asia,India,Vertex Polymers,247.5,1112.22
PP7032E2,South Asia,Pakistan,Summit Solutions,643.5,1123.79
PP9054,South Asia,Pakistan,Advanced Solutions,420.75,1080.62
LL0825,South Asia,India,Omni Solutions,643.5,1162.89
PP1013H1,South Asia,India,Dynamic Polymers,123.75,1019.82
LD01820,South Asia,Pakistan,Global Polymers,148.5,1110.99
HD5001,South Asia,Bangladesh,Global Polymers,24.75,1163.62
HD5001,South Asia,Bangladesh,Vertex Industries,990.0,1163.66
LD01820,South Asia,Pakistan,Dynamic Materials,470.25,1064.41
PP9054,South Asia,Sri Lanka,Vertex Industries,173.25,1194.58
PP1013H1,South Asia,Sri Lanka,Prime Polymers,742.5,1167.45
PP1013H1,South Asia,Bangladesh,United Industries,346.5,1123.94
PP7032E2,South Asia,Pakistan,Omni Chemicals,123.75,1143.47
PP1013H1,South Asia,India,United Polymers,693.0,1011.19
PP9054,South Asia,Sri Lanka,Summit Chemicals,99.0,1037.03
LD01820,South Asia,India,Summit Chemicals,519.75,1022.78
LD01820,South Asia,Bangladesh,Prime Chemicals,272.25,1015.93
HD5001,South Asia,Bangladesh,Summit Resins,396.0,1086.82
PP7032E2,South Asia,Sri Lanka,Global Solutions,990.0,1169.47
PP7032E2,South Asia,India,Prime Chemicals,841.5,1167.57
PP9054,South Asia,India,Advanced Materials,495.0,1188.9
PP7032E2,South Asia,India,Global Materials,371.25,1027.14
LL0825,South Asia,India,Global Solutions,148.5,1068.64
PP1013H1,South Asia,Pakistan,Vertex Chemicals,569.25,1046.22
LL0825,South Asia,India,Global Chemicals,965.25,1133.8
LL0825,South Asia,Sri Lanka,Advanced Chemicals,74.25,1040.31
HD5001,South Asia,India,Global Polymers,618.75,1095.25
HD5001,South Asia,India,Dynamic Materials,618.75,1012.24
LD01820,South Asia,Bangladesh,Dynamic Chemicals,24.75,1142.98
PP7032E2,South Asia,Sri Lanka,Prime Industries,396.0,1043.05
HD5001,South Asia,Bangladesh,United Chemicals,321.75,1044.91
HD5001,South Asia,Bangladesh,Prime Industries,321.75,1059.03
LL0825,South Asia,Bangladesh,Prime Solutions,321.75,1172.87
LD01820,South Asia,Sri Lanka,Summit Polymers,24.75,1099.22
PP1013H1,South Asia,Bangladesh,Dynamic Solutions,618.75,1091.74
HD5001,South Asia,Bangladesh,Global Materials,668.25,1151.3
HD5001,South Asia,India,United Materials,123.75,1167.54
LL0825,South Asia,Pakistan,Dynamic Solutions,668.25,1033.87
PP9054,South Asia,Sri Lanka,Advanced Polymers,222.75,1138.93
PP1013H1,South Asia,Sri Lanka,Global Polymers,940.5,1132.94
LL0825,South Asia,India,Dynamic Industries,148.5,1112.06
PP9054,South Asia,Pakistan,Global Solutions,544.5,1107.99
PP7032E2,South Asia,Sri Lanka,Dynamic Solutions,792.0,1152.43
LD01820,South Asia,India,Summit Polymers,49.5,1109.12
PP9054,South Asia,Pakistan,Dynamic Industries,49.5,1019.53
LD01820,South Asia,Bangladesh,Vertex Solutions,643.5,1048.16
PP9054,South Asia,Sri Lanka,Global Industries,247.5,1141.05
PP7032E2,South Asia,Bangladesh,Summit Polymers,74.25,1178.85
HD5001,South Asia,Bangladesh,Dynamic Materials,173.25,1175.94
PP9054,South Asia,Pakistan,Prime Polymers,445.5,1021.01
LL0825,South Asia,Pakistan,Omni Materials,445.5,1085.01
PP1013H1,South Asia,Pakistan,Dynamic Solutions,272.25,1119.24
PP1013H1,South Asia,Sri Lanka,Summit Resins,24.75,1041.99
HD5001,South Asia,Sri Lanka,United Resins,495.0,1043.88
PP9054,South Asia,Sri Lanka,Advanced Industries,74.25,1068.6
PP7032E2,South Asia,Sri Lanka,Dynamic Chemicals,668.25,1130.9
LL0825,South Asia,India,Advanced Resins,742.5,1062.01
PP9054,South Asia,Pakistan,Vertex Materials,470.25,1098.56
LL0825,South Asia,Bangladesh,Omni Solutions,470.25,1157.68
PP7032E2,South Asia,Pakistan,Vertex Materials,816.75,1095.33
PP9054,South Asia,Pakistan,Summit Industries,841.5,1192.05
PP9054,South Asia,Bangladesh,Global Resins,792.0,1049.99
LL0825,South Asia,Bangladesh,Dynamic Industries,346.5,1033.16
PP9054,South Asia,Sri Lanka,Prime Industries,123.75,1195.15
PP9054,South Asia,India,Prime Polymers,470.25,1027.62
LL0825,South Asia,Bangladesh,Global Resins,792.0,1090.15
HD5001,South Asia,India,Summit Polymers,396.0,1175.02
LL0825,South Asia,Sri Lanka,Summit Industries,915.75,1180.28
PP9054,South Asia,India,Global Chemicals,74.25,1076.66
PP9054,South Asia,Sri Lanka,Vertex Chemicals,940.5,1118.96
HD5001,South Asia,Bangladesh,Dynamic Polymers,198.0,1093.79
PP1013H1,South Asia,Sri Lanka,Vertex Industries,841.5,1071.22
PP1013H1,South Asia,Bangladesh,Vertex Industries,74.25,1081.37
LD01820,South Asia,India,Advanced Chemicals,173.25,1108.58
PP1013H1,South Asia,Sri Lanka,Global Industries,841.5,1028.64
PP7032E2,South Asia,Bangladesh,Summit Polymers,396.0,1043.65
PP7032E2,South Asia,Sri Lanka,Advanced Materials,272.25,1196.19
PP9054,South Asia,India,Prime Industries,717.75,1164.82
PP1013H1,South Asia,Sri Lanka,Global Materials,965.25,1143.48
PP7032E2,South Asia,India,Dynamic Solutions,198.0,1083.37
HD5001,South Asia,Bangladesh,Prime Industries,717.75,1034.85
PP7032E2,South Asia,Sri Lanka,Vertex Polymers,717.75,1061.27
PP9054,South Asia,Bangladesh,Vertex Materials,841.5,1150.13
LD01820,South Asia,Sri Lanka,Dynamic Materials,346.5,1174.72
PP7032E2,South Asia,India,Omni Industries,519.75,1195.51
LD01820,South Asia,Pakistan,Omni Industries,123.75,1142.01
HD5001,South Asia,Bangladesh,Summit Industries,767.25,1186.49
HD5001,South Asia,Sri Lanka,Advanced Materials,866.25,1166.8
PP9054,South Asia,Pakistan,Advanced Solutions,495.0,1115.67
PP9054,South Asia,Bangladesh,Omni Industries,495.0,1054.43
PP9054,South Asia,Bangladesh,Omni Industries,965.25,1197.33
LL0825,South Asia,Bangladesh,Prime Chemicals,544.5,1049.61
LD01820,South Asia,Sri Lanka,Prime Resins,371.25,1162.2
LL0825,South Asia,India,United Chemicals,618.75,1173.23
LL0825,South Asia,Pakistan,Dynamic Polymers,321.75,1023.44
LL0825,South Asia,India,Global Solutions,519.75,1192.73
PP9054,South Asia,Sri Lanka,Global Chemicals,272.25,1068.68
LL0825,South Asia,Pakistan,Dynamic Industries,693.0,1093.88
PP7032E2,South Asia,Bangladesh,Summit Resins,717.75,1189.36
PP9054,South Asia,India,United Industries,792.0,1012.27
LL0825,South Asia,Sri Lanka,Omni Chemicals,668.25,1165.37
PP1013H1,South Asia,Pakistan,Global Resins,396.0,1054.23
PP9054,South Asia,Bangladesh,United Solutions,346.5,1178.98
PP1013H1,South Asia,Bangladesh,Vertex Polymers,792.0,1199.19
LD01820,South Asia,Sri Lanka,Summit Chemicals,321.75,1181.65
LL0825,South Asia,Bangladesh,Vertex Industries,420.75,1176.53
LD01820,South Asia,Bangladesh,Summit Solutions,470.25,1099.65
PP9054,South Asia,Pakistan,Advanced Chemicals,297.0,1098.84
HD5001,South Asia,India,Global Solutions,123.75,1196.71
PP9054,South Asia,India,Prime Polymers,569.25,1075.81
PP1013H1,South Asia,Sri Lanka,United Chemicals,693.0,1085.2
PP7032E2,South Asia,Sri Lanka,Advanced Materials,717.75,1002.72
PP9054,South Asia,Pakistan,Advanced Solutions,717.75,1115.91
PP1013H1,South Asia,Sri Lanka,Vertex Resins,371.25,1110.0
PP1013H1,South Asia,Bangladesh,Advanced Resins,792.0,1048.93
PP7032E2,South Asia,Bangladesh,Global Polymers,420.75,1141.04
PP9054,South Asia,Sri Lanka,Global Materials,495.0,1052.27
HD5001,South Asia,Bangladesh,Global Materials,173.25,1190.62
LL0825,South Asia,Pakistan,United Materials,618.75,1066.14
HD5001,South Asia,India,Vertex Industries,148.5,1105.37
PP1013H1,South Asia,Bangladesh,Summit Polymers,767.25,1177.47
PP1013H1,South Asia,India,Omni Chemicals,569.25,1121.07
LL0825,South Asia,Sri Lanka,Omni Materials,965.25,1091.94
HD5001,South Asia,Bangladesh,Prime Industries,222.75,1196.97
PP9054,South Asia,Pakistan,Vertex Chemicals,693.0,1057.12
LD01820,South Asia,Sri Lanka,Dynamic Materials,247.5,1067.51
PP1013H1,South Asia,Bangladesh,Summit Chemicals,767.25,1148.38
PP9054,South Asia,Bangladesh,United Industries,470.25,1042.35
LL0825,South Asia,Bangladesh,Prime Resins,767.25,1026.71
PP7032E2,South Asia,Pakistan,Omni Materials,247.5,1111.03
LL0825,South Asia,Bangladesh,Advanced Resins,841.5,1184.11
PP1013H1,South Asia,Sri Lanka,Advanced Materials,420.75,1084.89
HD5001,South Asia,India,Omni Industries,148.5,1093.16
PP9054,South Asia,India,Prime Industries,693.0,1090.71
HD5001,South Asia,Pakistan,Vertex Resins,148.5,1169.04
PP7032E2,South Asia,Sri Lanka,Prime Polymers,346.5,1173.58
HD5001,South Asia,India,Dynamic Industries,445.5,1137.17
PP1013H1,South Asia,Sri Lanka,United Materials,272.25,1042.35
LL0825,South Asia,India,Summit Chemicals,445.5,1088.38
HD5001,South Asia,Pakistan,Prime Polymers,420.75,1059.12
LD01820,South Asia,Bangladesh,Advanced Polymers,594.0,1170.26
PP1013H1,South Asia,Bangladesh,United Resins,123.75,1019.62
PP9054,South Asia,Pakistan,Advanced Chemicals,990.0,1001.09
HD5001,South Asia,India,Advanced Materials,594.0,1013.04
PP1013H1,South Asia,Bangladesh,Vertex Polymers,396.0,1033.4
HD5001,South Asia,Pakistan,Summit Chemicals,99.0,1131.1
PP7032E2,South Asia,Pakistan,Omni Industries,767.25,1002.73
LL0825,South Asia,India,Vertex Resins,470.25,1068.55
PP1013H1,South Asia,India,Prime Polymers,618.75,1017.51
PP1013H1,South Asia,Sri Lanka,Dynamic Solutions,693.0,1034.33
PP7032E2,South Asia,India,Omni Materials,49.5,1137.59
LL0825,South Asia,Sri Lanka,United Solutions,519.75,1198.09
HD5001,South Asia,Sri Lanka,Summit Solutions,346.5,1159.25
PP7032E2,South Asia,Bangladesh,Dynamic Solutions,965.25,1184.27
LL0825,South Asia,Pakistan,Omni Solutions,816.75,1068.03
PP7032E2,South Asia,Pakistan,Summit Resins,371.25,1036.6
PP9054,South Asia,India,Prime Industries,594.0,1013.79
HD5001,South Asia,Sri Lanka,Global Solutions,693.0,1017.92
HD5001,South Asia,Bangladesh,Prime Materials,123.75,1170.89
PP7032E2,South Asia,Sri Lanka,Summit Materials,222.75,1025.01
PP1013H1,South Asia,Sri Lanka,Dynamic Resins,816.75,1029.55
PP1013H1,South Asia,India,Global Solutions,742.5,1023.3
LD01820,South Asia,Sri Lanka,Advanced Polymers,297.0,1066.71
PP1013H1,South Asia,India,Advanced Materials,965.25,1009.57
HD5001,South Asia,Sri Lanka,Prime Solutions,49.5,1026.12
LD01820,South Asia,Sri Lanka,Dynamic Polymers,173.25,1008.93
PP1013H1,South Asia,Pakistan,Advanced Solutions,173.25,1021.15
PP7032E2,South Asia,India,Global Polymers,297.0,1075.0
LD01820,South Asia,Bangladesh,Prime Materials,569.25,1010.38
PP1013H1,South Asia,Bangladesh,Vertex Chemicals,594.0,1005.72
PP1013H1,South Asia,Bangladesh,Global Solutions,371.25,1026.51
LD01820,South Asia,Sri Lanka,Vertex Industries,866.25,1034.54
PP1013H1,South Asia,Pakistan,Vertex Chemicals,915.75,1171.97
LL0825,South Asia,Pakistan,Summit Industries,445.5,1189.33
PP9054,South Asia,Sri Lanka,Advanced Resins,470.25,1169.18
LL0825,South Asia,Sri Lanka,Global Industries,866.25,1102.76
PP1013H1,South Asia,Bangladesh,Omni Materials,49.5,1011.15
PP9054,South Asia,Sri Lanka,Vertex Industries,792.0,1144.02
LL0825,South Asia,Bangladesh,Summit Materials,519.75,1039.66
HD5001,South Asia,India,United Materials,891.0,1074.96
HD5001,South Asia,Pakistan,Advanced Resins,420.75,1122.46
PP7032E2,South Asia,Pakistan,Dynamic Materials,123.75,1040.98
HD5001,South East Asia,Philippines,Dynamic Resins,693.0,1105.45
LD01820,South East Asia,Vietnam,Summit Resins,965.25,1147.38
PP7032E2,South East Asia,Vietnam,Vertex Chemicals,519.75,1114.53
LL0825,South East Asia,Philippines,Global Solutions,643.5,1007.55
LL0825,South East Asia,Vietnam,Prime Solutions,519.75,1059.53
PP1013H1,South East Asia,Indonesia,Dynamic Resins,371.25,1012.58
LD01820,South East Asia,Philippines,Advanced Solutions,24.75,1092.67
PP7032E2,South East Asia,Indonesia,Prime Materials,915.75,1034.04
PP7032E2,South East Asia,Philippines,Omni Resins,420.75,1170.19
LL0825,South East Asia,Malaysia,Global Materials,24.75,1093.18
LL0825,South East Asia,Indonesia,Vertex Industries,990.0,1150.22
PP9054,South East Asia,Malaysia,Summit Solutions,24.75,1011.89
HD5001,South East Asia,Vietnam,United Polymers,99.0,1160.49
PP9054,South East Asia,Philippines,Dynamic Resins,173.25,1098.29
LD01820,South East Asia,Philippines,Vertex Resins,123.75,1162.61
PP9054,South East Asia,Indonesia,Dynamic Resins,742.5,1050.09
LL0825,South East Asia,Philippines,Omni Solutions,321.75,1048.47
PP9054,South East Asia,Vietnam,Dynamic Industries,866.25,1075.82
PP9054,South East Asia,Malaysia,Dynamic Chemicals,247.5,1031.89
HD5001,South East Asia,Indonesia,Summit Resins,767.25,1197.79
LL0825,South East Asia,Philippines,United Industries,495.0,1084.49
HD5001,South East Asia,Malaysia,Advanced Industries,74.25,1128.33
PP9054,South East Asia,Philippines,United Resins,891.0,1067.92
PP7032E2,South East Asia,Indonesia,Prime Resins,940.5,1077.3
PP7032E2,South East Asia,Thailand,Summit Resins,173.25,1083.41
LD01820,South East Asia,Indonesia,Vertex Polymers,594.0,1028.5
LL0825,South East Asia,Philippines,Omni Polymers,915.75,1086.14
LL0825,South East Asia,Philippines,Prime Resins,717.75,1024.48
PP7032E2,South East Asia,Malaysia,Global Solutions,940.5,1124.24
HD5001,South East Asia,Malaysia,Advanced Polymers,965.25,1016.7
PP1013H1,South East Asia,Vietnam,Summit Solutions,346.5,1130.18
HD5001,South East Asia,Philippines,Summit Solutions,717.75,1138.39
LL0825,South East Asia,Vietnam,United Polymers,470.25,1080.01
HD5001,South East Asia,Indonesia,Advanced Industries,717.75,1136.47
PP1013H1,South East Asia,Malaysia,Prime Industries,74.25,1129.04
LD01820,South East Asia,Philippines,Dynamic Solutions,470.25,1064.02
PP1013H1,South East Asia,Vietnam,Vertex Polymers,445.5,1054.85
LL0825,South East Asia,Malaysia,Vertex Resins,891.0,1062.49
PP7032E2,South East Asia,Malaysia,Prime Resins,816.75,1084.17
PP7032E2,South East Asia,Philippines,Global Resins,495.0,1104.48
PP7032E2,South East Asia,Philippines,United Industries,49.5,1148.61
PP7032E2,South East Asia,Vietnam,Dynamic Industries,148.5,1076.98
LD01820,South East Asia,Thailand,Vertex Polymers,495.0,1047.4
LD01820,South East Asia,Thailand,Omni Resins,321.75,1053.33
LD01820,South East Asia,Thailand,Prime Resins,891.0,1041.36
HD5001,South East Asia,Thailand,Summit Solutions,495.0,1166.09
PP9054,South East Asia,Philippines,Global Polymers,742.5,1167.3
LL0825,South East Asia,Vietnam,Omni Materials,519.75,1054.09
PP9054,South East Asia,Philippines,Global Polymers,495.0,1196.06
HD5001,South East Asia,Thailand,Global Solutions,346.5,1075.39
HD5001,South East Asia,Malaysia,Vertex Industries,792.0,1045.41
LD01820,South East Asia,Indonesia,United Industries,321.75,1165.68
LD01820,South East Asia,Thailand,Advanced Solutions,272.25,1132.2
PP7032E2,South East Asia,Malaysia,Global Polymers,445.5,1185.94
PP7032E2,South East Asia,Vietnam,Omni Solutions,866.25,1091.26
PP1013H1,South East Asia,Thailand,Prime Industries,742.5,1112.11
PP7032E2,South East Asia,Indonesia,Summit Industries,569.25,1032.27
HD5001,South East Asia,Thailand,Global Resins,693.0,1019.66
HD5001,South East Asia,Vietnam,Summit Industries,618.75,1180.66
LD01820,South East Asia,Malaysia,Prime Industries,396.0,1092.63
PP1013H1,South East Asia,Malaysia,Vertex Resins,272.25,1100.55
LD01820,South East Asia,Malaysia,Summit Materials,569.25,1134.97
PP1013H1,South East Asia,Thailand,Omni Polymers,198.0,1114.35
PP1013H1,South East Asia,Thailand,Advanced Industries,470.25,1074.34
LD01820,South East Asia,Vietnam,United Polymers,470.25,1149.85
PP1013H1,South East Asia,Thailand,Summit Industries,371.25,1051.12
LL0825,South East Asia,Indonesia,Dynamic Materials,470.25,1030.99
HD5001,South East Asia,Vietnam,Prime Resins,24.75,1167.79
PP7032E2,South East Asia,Vietnam,Omni Industries,792.0,1186.32
PP7032E2,South East Asia,Thailand,Global Solutions,693.0,1063.59
PP1013H1,South East Asia,Indonesia,United Chemicals,668.25,1128.23
PP7032E2,South East Asia,Thailand,Advanced Polymers,420.75,1191.18
LL0825,South East Asia,Indonesia,Vertex Solutions,297.0,1130.62
PP7032E2,South East Asia,Philippines,Advanced Materials,668.25,1063.09
PP1013H1,South East Asia,Thailand,Advanced Solutions,445.5,1188.49
PP1013H1,South East Asia,Vietnam,Dynamic Resins,965.25,1007.02
LD01820,South East Asia,Malaysia,United Solutions,767.25,1082.62
PP7032E2,South East Asia,Vietnam,United Materials,643.5,1078.15
HD5001,South East Asia,Philippines,Global Chemicals,247.5,1083.99
LL0825,South East Asia,Indonesia,United Materials,544.5,1048.23
HD5001,South East Asia,Philippines,United Chemicals,891.0,1194.58
HD5001,South East Asia,Malaysia,Prime Polymers,148.5,1055.39
PP1013H1,South East Asia,Indonesia,Omni Solutions,173.25,1192.04
LL0825,South East Asia,Indonesia,United Resins,24.75,1012.54
LD01820,South East Asia,Malaysia,Advanced Resins,297.0,1022.86
